Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230223\2023022-LW-S1.mzML	D:\liuwei\20230223\2023022-LW-S2.mzML	D:\liuwei\20230223\2023022-LW-S3.mzML	D:\liuwei\20230223\2023022-LW-SP1.mzML	D:\liuwei\20230223\2023022-LW-SP2.mzML	D:\liuwei\20230223\2023022-LW-SP3.mzML
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	49980.8	43345.3	47527.9	42215.6	51832.1	56588.3
O15479	O15479;Q96LZ2;Q9UBF1;O15481;P43366	MAGB2_HUMAN	MAGEB2	Melanoma-associated antigen B2	122920	128477	117419	148493	142131	134805
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	197084	147872	125264	152303	132043	145965
O15533	O15533	TPSN_HUMAN	TAPBP	Tapasin	371586	384698	365004	297939	322351	323942
O15534	O15534	PER1_HUMAN	PER1	Period circadian protein homolog 1		16980.6	23107	9275.17		12395.8
O15541	O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	18607.1		6716.86	20279.5	24715.9	26133.7
O15554	O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	42938.9	16006.5	44185	22672.1	25339.9	22284.5
O43143	O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	1.02437e+07	1.00916e+07	1.04369e+07	1.37146e+07	1.34185e+07	1.31873e+07
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	114389	105688	94842.7	119478	107543	120735
O43150	O43150	ASAP2_HUMAN	ASAP2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	72228.5	58836.6	49851	71488.9	61136.2	59398.3
O43156	O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	14828.2	21279.5	19611.3	16722.4	17710.9	16484.9
O43159	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	67167.7	44548.4	53751.7	56110.7	41801.7	57573.8
O43164	O43164	PJA2_HUMAN	PJA2	E3 ubiquitin-protein ligase Praja-2	56127.9	48870.7	36419.3	28330.1	36039	42215.1
O43167	O43167	ZBT24_HUMAN	ZBTB24	Zinc finger and BTB domain-containing protein 24	55330	48377	51021.5	33133.1	40007.7	54026
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	29483.8	44919.1	41692.9	45134.3	30339.5	50358.1
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	63974.4	80436	54009.1	50830.2	57941.4	51919.9
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.14793e+06	1.15361e+06	1.05726e+06	1.01617e+06	979362	1.05468e+06
O43181	O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	116451	182336	150793	191649	152530	126656
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	107660	77936	108154	117944	132715	94440.9
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	235468	246898	251221	258851	275344	267329
O43251	O43251;Q9NWB1;A6NFN3	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	89181.9	90740.8	81135.7	73215.8	66709.6	97251.6
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	268889	273419	285986	310151	348153	327690
O43264	O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	87869.6	80886.3	100906	60867.8	64223.5	58440.4
O43286	O43286	B4GT5_HUMAN	B4GALT5	Beta-1,4-galactosyltransferase 5	190500	194397	162247	168901	199533	155499
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	230813	223098	230253	200718	177648	195555
O43292	O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	128488	143713	129028	79690.6	113909	
O43293	O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3	37230.9	54918.7	26658.4	37380.7	23108.5	12753.5
O43298	O43298	ZBT43_HUMAN	ZBTB43	Zinc finger and BTB domain-containing protein 43	100700	78102	93511.1	101583	122670	108875
O43310	O43310	CTIF_HUMAN	CTIF	CBP80/20-dependent translation initiation factor	681860	652731	659570	955035	868112	928644
O43314	O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	235120	221863	221474	253519	279097	282659
O43318	O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	121789	113938	124503	139402	130371	136257
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	138420	141853	114875	112095	136813	132344
O43353	O43353	RIPK2_HUMAN	RIPK2	Receptor-interacting serine/threonine-protein kinase 2	291939	326605	299639	450698	434803	451503
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	195880	163801	182806	131198	114062	100910
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3		22623.2	25563.4		28952.9	19269
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	99706.4	109417	122821	123647	128073	159276
O43402	O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	633085	667391	653608	718071	720775	789084
O43414	O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	94279.2	81200	88610	98443.9	124697	81054.7
O43422	O43422	P52K_HUMAN	THAP12	52 kDa repressor of the inhibitor of the protein kinase	124121	123199	119417	159771	145608	136775
O43435	O43435	TBX1_HUMAN	TBX1	T-box transcription factor TBX1	413655	425503	374683	548025	570960	533472
O43439	O43439;Q06455;O75081	MTG8R_HUMAN	CBFA2T2	Protein CBFA2T2		23042.9	15606.1	16895.7	17384.2	
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	117268	107215	124332	156964	149278	154350
O43464	O43464;P83110	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	430210	360304	389605	373078	406501	436554
O43474	O43474	KLF4_HUMAN	KLF4	Krueppel-like factor 4	33357.9	43912.1	47360.8	20391.1	28762.8	32557.4
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	531472	492969	512997	558579	519850	511807
O43491	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	62269.3	69390.7	65414.4	66006.2	68839.4	78551.4
O43513	O43513	MED7_HUMAN	MED7	Mediator of RNA polymerase II transcription subunit 7	50484	70685	29987.2	79507.7	75911.3	103954
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein	27462.3		15627.1	28108.2	20486.2	19610.2
O43592	O43592	XPOT_HUMAN	XPOT	Exportin-T	221549	237076	212744	168112	143723	176305
O43615	O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	81973.1	118419	131463	103029	86505.1	108762
O43617	O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	241940	331858	301382	262784	237690	276129
O43660	O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	95604.3	101006	111971	98929.3	79234.9	85885.4
O43663	O43663	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	45411.8	36373.3	51829.2	23668.9	30525.3	36559.8
O43670	O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	619863	622826	628256	663391	632522	680422
O43674	O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	41362.7	49078.5	34008.7	42249.9	46473.6	46364.6
O43676	O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	163340	187313	169093	149423	167716	137931
O43678	O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	184891	157063	156535	128424	155973	138977
O43681	O43681	GET3_HUMAN	GET3	ATPase GET3	146321	179368	164455	143032	157087	170262
O43684	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	866153	830748	836106	982212	894383	924820
O43688	O43688	PLPP2_HUMAN	PLPP2	Phospholipid phosphatase 2	93631.6	95533.3	81904.7	95507.1	65178.7	81350.2
O43707	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	4.1022e+06	4.15723e+06	4.20189e+06	4.68866e+06	4.51148e+06	4.55601e+06
O43731	O43731	ERD23_HUMAN	KDELR3	ER lumen protein-retaining receptor 3	59227.4	32902	28163.5	27377.6	33203.4	11850.8
O43734	O43734	CIKS_HUMAN	TRAF3IP2	Adapter protein CIKS	65887.7	58453.1	59901.2	56843.2	61161	59111
O43739	Q15438;Q99418;O43739	CYH3_HUMAN	CYTH3	Cytohesin-3	71961.9	52495.3	69907.8	53410.9	58956.7	63296.9
O43741	O43741	AAKB2_HUMAN	PRKAB2	5'-AMP-activated protein kinase subunit beta-2	78263.4	84039	92739.2	104859	79069.1	89856.6
O43747	O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	56272.7	55377.8	61715.8	67186.7	60378.8	67457
O43765	O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	42846	32703.6		40989.9	49490.1	32720.3
O43776	O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	1.30363e+06	1.3785e+06	1.29447e+06	1.51342e+06	1.52699e+06	1.47487e+06
O43795	O43795;Q9UBC5	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	60196.2	81188.4	71975.5	50960.9	59139.9	66289.5
O43808	O43808	PM34_HUMAN	SLC25A17	Peroxisomal membrane protein PMP34	30960.7	117082	98287.5	59173.4	112597	88173.9
O43809	O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	4.88247e+06	5.22978e+06	4.79242e+06	5.33436e+06	5.43749e+06	5.76159e+06
O43813	O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.27035e+06	1.37479e+06	1.31003e+06	1.70519e+06	1.67211e+06	1.73077e+06
O43815	O43815	STRN_HUMAN	STRN	Striatin	108180	87255.2	90898.2	97331.9	111255	109884
O43819	O43819	SCO2_HUMAN	SCO2	Protein SCO2 homolog, mitochondrial	55740.2	64925.7	44017.1	39635.7	22935.1	19842.7
O43823	O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	214454	213076	198497	98724.7	101891	122790
O43837	O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	267230	273995	295969	280591	275703	258507
O43847	O43847	NRDC_HUMAN	NRDC	Nardilysin	66771.8	59479.4	53091.2	79917.8	67271.9	58413.5
O43852	O43852	CALU_HUMAN	CALU	Calumenin	971166	1.07322e+06	965070	756623	761356	789678
O43854	O43854	EDIL3_HUMAN	EDIL3	EGF-like repeat and discoidin I-like domain-containing protein 3	10872.2	16951.9	16216.3		11405.3	13614.2
O43865	O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	126676	125868	124625	117636	128513	129242
O43896	O60333;O43896;Q12756	KIF1C_HUMAN	KIF1C	Kinesin-like protein KIF1C	63905.3	65134.1	63096	45570.1	57022.3	46244.4
O43913	O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	152109	180249	176942	157636	152188	160635
O43920	O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	87104.5	91336.4	99755.4	73022.7	39611.1	45083.5
O43929	O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	54539.6	55855.9	56493.8	53639	50379.5	55217.3
O43933	O43933	PEX1_HUMAN	PEX1	Peroxisome biogenesis factor 1	54154.3	59600.1	46484.3	38368.1	29980.2	30966.1
O60216	Q9H4I0;O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	147083	146746	193849	144490	158546	150560
O60220	O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	74644.1	59473.5	67580.6	87775.7	87987.1	71532.4
O60231	O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	19706.1		38416.5	19936.9		33071.5
O60232	O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	248537	244434	241062	183681	153597	134093
O60238	O60238;Q12983	BNI3L_HUMAN	BNIP3L	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	30272.8	33750.8	52089.6	39872.9	41208.4	35871.6
O60244	O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	186778	196319	195276	178982	194445	173999
O60256	O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	132415	225041	211723	234415	193011	277222
O60264	O60264;P28370	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	377226	394743	413243	325720	328834	339094
O60271	O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	345790	352597	345768	364445	347828	376700
O60287	O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	53796	47470.4	59311.8	20830.2	34473.7	41353.4
O60306	O60306	AQR_HUMAN	AQR	RNA helicase aquarius	205600	209526	192623	207821	231172	224367
O60313	O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	322925	341642	322801	269930	304659	318595
O60318	O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	51107.3	58299.1	56042	39402.7	28814.3	56875.2
O60341	O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	566418	567526	578122	596758	621082	567864
O60343	O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	46264.7	45310.5	49327.4	56945.6	60160.3	61872
O60427	O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	195096	158883	206548	177291	171085	178727
O60443	O60443	GSDME_HUMAN	GSDME	Gasdermin-E	47151	69493.9	53936.2	46413.1	67079	77937.7
O60447	O60447	EVI5_HUMAN	EVI5	Ecotropic viral integration site 5 protein homolog	10771.7	4556.05			9746.15	
O60476	O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	87228.3	83867.5	96031.8	78486.7	84600.3	101180
O60488	O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	128635	128073	126909	125647	120553	137330
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	173008	166783	208474	199362	204452	236192
O60503	O60503	ADCY9_HUMAN	ADCY9	Adenylate cyclase type 9	71828.6	62334.6	76852.3	62120.5	53821.7	63037.3
O60504	O60504	VINEX_HUMAN	SORBS3	Vinexin		62846.5	54576.4	45940.4	51464.9	
O60506	O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	645103	556307	603822	346827	365321	393006
O60524	O60524	NEMF_HUMAN	NEMF	Nuclear export mediator factor NEMF	22309.4	30547.2	27079	28211.6	35926.7	
O60547	O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	557515	540625	550961	615292	587820	584214
O60563	O60563;O60583	CCNT1_HUMAN	CCNT1	Cyclin-T1	492746	464103	456754	527045	511541	496856
O60566	O60566	BUB1B_HUMAN	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	78439	81343.5	94418.3	84595	70891.4	82441.7
O60568	O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	294661	281656	300161	276427	260644	264351
O60583	O60583	CCNT2_HUMAN	CCNT2	Cyclin-T2	182061	162608	184717	195207	142229	152784
O60610	O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	682039	658782	681683	823755	810425	827480
O60613	O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	105399	107469	127392	129449	119832	121192
O60645	O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	48952.7	71383.2	70285.8	53509.7	42097.8	58763.1
O60664	O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	198626	175386	167102	225528	214661	180379
O60678	O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	35066.6	24210.9	22140.2	34759.4	45252.9	56852.2
O60684	O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	439938	464876	471765	448116	448951	424570
O60701	O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	383649	377800	363489	385092	389199	376957
O60716	O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	451904	457806	446937	325965	337214	331105
O60725	O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	26210.7	26579.7	16197.2	17257.9	14864.9	23916.4
O60749	Q13596;O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	98531.6	72583.5	106535	93890.3	105197	97315.4
O60762	O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	538950	548159	540544	386283	416931	455738
O60763	O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	232451	200598	234705	203602	225588	209556
O60783	O60783	RT14_HUMAN	MRPS14	28S ribosomal protein S14, mitochondrial	56490	80713	47135.3		48478.8	46081.5
O60784	O60784	TOM1_HUMAN	TOM1	Target of Myb protein 1	33112.9	39283.1	27683.6	39434	52271.4	38054.7
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880	Q93079;Q99879;Q99877;Q16778;P58876;P57053;P06899;Q8N257;Q96A08;P23527;P33778;Q99880;Q5QNW6;P62807;O60814	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN	H2BC12;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9;H2BS1	Histone H2B type 1-K	2.58085e+06	2.45579e+06	2.75954e+06	2.60862e+06	2.42958e+06	2.29673e+06
O60825	O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	178911	127354	173470	178119	186401	127929
O60826	O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	37582.2	10181.3	33397.6	31865.3	41734.8	
O60828	O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	548413	526962	609200	427258	497374	452870
O60830	O60830	TI17B_HUMAN	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	39227	17749.1	60539.6	40442.7	28960.2	60731.2
O60832	O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	278147	287812	263750	274244	258421	274129
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	1.32072e+06	1.28196e+06	1.29207e+06	1.38989e+06	1.32377e+06	1.46907e+06
O60869	O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	35751.7	27744.3	37722.2	41464.8	39345.6	45430
O60870	O60870	KIN17_HUMAN	KIN	DNA/RNA-binding protein KIN17	117281	94667.2	118053	113493	132955	105856
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.00883e+06	1.06989e+06	1.00952e+06	828963	871629	848554
O60885	O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.06728e+06	1.11229e+06	1.152e+06	1.03103e+06	1.08448e+06	1.09151e+06
O60907	O60907;Q9BQ87	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	127570	107315	134470	118991	121320	138813
O60925	O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	137446	160532	111520	138003	173067	144162
O60934	O60934	NBN_HUMAN	NBN	Nibrin	47868.7	24303.8	40883.7	44142.6	37047.7	44764.4
O60936	O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3		11141.5		17384.6	14259.7	17296.3
O60941	O60941;Q9Y4J8	DTNB_HUMAN	DTNB	Dystrobrevin beta	50334.7	52113.7	45111.2	79953.6	39120.5	51246.7
O60942	O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	39070.9	46358.7	41517.7	26070	39642.5	25389
O75027	O75027	ABCB7_HUMAN	ABCB7	ATP-binding cassette sub-family B member 7, mitochondrial	371856	439564	420287	386207	348612	391450
O75030	O75030	MITF_HUMAN	MITF	Microphthalmia-associated transcription factor	203008	183287	225816	216546	188250	213492
O75044	Q7Z6B7;O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	307912	307184	303522	304384	305475	296891
O75054	O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	52318.8	40287.4	56357	37056	40443.5	51932.9
O75061	O75061	AUXI_HUMAN	DNAJC6	Putative tyrosine-protein phosphatase auxilin	37766.9	25076.9	41619.4	39809.9	37966.6	45848.6
O75063	O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	10377.1			22408.8	5655.41	11227.9
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	868936	938532	887515	987724	1.05354e+06	1.04114e+06
O75110	O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	30393	31813.5	35092.9	20606.3	21841.3	20957.1
O75116	O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	166393	158990	171382	193065	201402	189496
O75128	O75128	COBL_HUMAN	COBL	Protein cordon-bleu	272191	263399	268070	270045	264072	275073
O75131	O75131	CPNE3_HUMAN	CPNE3	Copine-3	143321	175523	177740	204960	199243	182380
O75140	O75140	DEPD5_HUMAN	DEPDC5	GATOR complex protein DEPDC5	54781.7	58867.1	42704	49935.9	53792.7	60202.9
O75146	O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	361968	345847	336308	323083	303180	314361
O75147	O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	45556.1	74334	63673.8	57436.5	54269.9	47243
O75150	O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	656592	631316	676830	712411	719537	676426
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	537863	526937	559424	576303	559949	577390
O75165	O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	20803.1	22946.2	25420.8	31325.1	23498.6	18958.7
O75170	O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	50719	56026.3	31128.2	32937.2	34602.8	41231
O75175	O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	169160	163216	166951	133366	160206	156945
O75177	O75177	CREST_HUMAN	SS18L1	Calcium-responsive transactivator			21162.9	27794.7		14861.1
O75179	O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	230946	217277	244343	205745	210195	199312
O75182	O75182	SIN3B_HUMAN	SIN3B	Paired amphipathic helix protein Sin3b	43530.6	39253.1	36759.1	24733.5	55793.6	29303.2
O75190	Q8NHS0;O75190;P25686	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	97941.6	84895.8	95543.1	64905.3	104276	88803.4
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	79436		45301.3	110729	76307.1	112701
O75251	O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	163145	186204	199142	165968	168545	134653
O75306	O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	167158	170990	176373	137494	144607	156963
O75312	O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	222184	220790	231421	242262	249436	252118
O75317	P62068;O75317	UBP12_HUMAN	USP12	Ubiquitin carboxyl-terminal hydrolase 12	133036	126076	107340	97080.4	113064	106436
O75319	O75319	DUS11_HUMAN	DUSP11	RNA/RNP complex-1-interacting phosphatase	73397.1	56823.6	72552.9	77152.2	78790.9	74649.8
O75323	O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	199794	193966	185247	258855	222499	201369
O75330	O75330	HMMR_HUMAN	HMMR	Hyaluronan mediated motility receptor	99897.1	77803.8	98844.4	71012.6	87132	76609.3
O75340	O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	283416	348481	275969	268868	305452	246687
O75351	O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	33068.7	33418.1	35122.2	38631.9	35621.3	38616
O75352	O75352	MPU1_HUMAN	MPDU1	Mannose-P-dolichol utilization defect 1 protein	128196	112869	64607.4	124866	56230.4	68467.8
O75362	O75362	ZN217_HUMAN	ZNF217	Zinc finger protein 217	52055.4	53569.6	47858.1	30307	30963.2	37432.6
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	651429	641503	662256	713573	725782	748268
O75376	O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	237884	263325	239977	178170	177753	179368
O75380	O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	232515	198742	240007	240768	240605	240750
O75381	O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	158332	159602	145865	174171	166734	143009
O75382	O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	71243.5	72745.3	87144.1	69742.4	83572.7	67980.8
O75390	O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	85294.2	75914.8	70397.6	70394.4	76646.6	85554.1
